Issue Type,Custom field (Patch Info),Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,,NUTCH-546,12376717,,file URL are filtered out by the crawler,dogacan,mbre,Major,Closed,Fixed,23/Aug/07 14:55,10/Apr/09 12:29,
Improvement,,NUTCH-488,12369918,,Avoid parsing uneccessary links and get a more relevant outlink list,jokeout,jokeout,Major,Closed,Fixed,22/May/07 07:38,10/Apr/09 12:29,
Improvement,,NUTCH-668,12409715,,Domain URL Filter,musepwizard,musepwizard,Major,Closed,Fixed,03/Dec/08 01:41,10/Apr/09 12:29,03/Dec/08 00:00
Bug,,NUTCH-419,12359352,,unavailable robots.txt kills fetch,ab,carsten.lehmann,Major,Closed,Fixed,24/Dec/06 12:45,10/Apr/09 12:29,
Bug,,NUTCH-572,12381821,,Scoring and redirected Urls,musepwizard,musepwizard,Major,Closed,Invalid,04/Nov/07 21:41,10/Apr/09 12:29,
Bug,,NUTCH-593,12384930,,Nutch crawl problem,,jubjib,Major,Closed,Fixed,19/Dec/07 02:47,10/Apr/09 12:29,
Improvement,,NUTCH-559,12379006,,"NTLM, Basic and Digest Authentication schemes for web/proxy server",dogacan,susam,Major,Closed,Fixed,24/Sep/07 18:28,10/Apr/09 12:29,
Bug,,NUTCH-652,12404735,,AdaptiveFetchSchedule#setFetchSchedule doesn't calculate fetch interval correctly,dogacan,dogacan,Major,Closed,Fixed,19/Sep/08 13:01,10/Apr/09 12:29,
Bug,,NUTCH-554,12378345,,Generator throws java.io.IOException and dies on injected urls with no protocol ,ab,bwhitman,Major,Closed,Fixed,15/Sep/07 15:16,10/Apr/09 12:29,
Bug,,NUTCH-467,12366557,,DeleteDuplicate fails if Segment index directory has 0 documents,ab,musepwizard,Major,Closed,Fixed,04/Apr/07 14:21,10/Apr/09 12:29,11/Apr/07 00:00
Improvement,,NUTCH-506,12372686,,Nutch should delegate compression to Hadoop,dogacan,dogacan,Major,Closed,Fixed,29/Jun/07 12:44,10/Apr/09 12:29,
New Feature,,NUTCH-25,31174,,needs 'character encoding' detector,dogacan,joa23,Major,Closed,Fixed,26/Mar/05 23:53,10/Apr/09 12:29,
Bug,,NUTCH-531,12374907,,Pages with no ContentType cause a Null Pointer exception,ab,cdc,Major,Closed,Cannot Reproduce,29/Jul/07 20:55,10/Apr/09 12:29,
Bug,Patch Available,NUTCH-626,12393275,,fetcher2 breaks out the domain with db.ignore.external.links set at cross domain redirects,siren,remco.verhoef,Major,Closed,Fixed,06/Apr/08 21:16,10/Apr/09 12:29,
Task,,NUTCH-339,12347316,,Refactor nutch to allow fetcher improvements,ab,siren,Major,Closed,Fixed,04/Aug/06 14:17,10/Apr/09 12:29,
Bug,,NUTCH-579,12382954,,Feed plugin only indexes one post per feed due to identical digest,dogacan,joe1chen,Major,Closed,Fixed,21/Nov/07 07:41,10/Apr/09 12:29,
Bug,Patch Available,NUTCH-607,12388238,,Update build.xml to include tika jar in war file,musepwizard,musepwizard,Major,Closed,Fixed,08/Feb/08 22:23,10/Apr/09 12:29,12/Feb/08 00:00
Bug,,NUTCH-560,12379033,,protocol-httpclient reading more bytes than http.content.limit,dogacan,josephmanit,Major,Closed,Fixed,25/Sep/07 10:34,10/Apr/09 12:29,
Improvement,Patch Available,NUTCH-614,12389080,,Order Inlinks by OPIC score of parent page,musepwizard,musepwizard,Major,Closed,Fixed,20/Feb/08 04:37,10/Apr/09 12:29,21/Feb/08 00:00
Bug,,NUTCH-597,12385341,,Fetcher2 - java.lang.NullPointerException when host does not exist and fetcher.threads.per.host.by.ip is set to true causes threads to finish.,ab,remco.verhoef,Major,Closed,Fixed,30/Dec/07 16:29,10/Apr/09 12:29,
Bug,,NUTCH-518,12374056,,Fix OpicScoringFilter to respect scoring filter chaining,dogacan,enis,Major,Closed,Fixed,18/Jul/07 08:14,10/Apr/09 12:29,
Bug,,NUTCH-725,12417277,,NOTICE.txt is lacking info that should be there,,siren,Major,Closed,Fixed,19/Mar/09 13:25,10/Apr/09 12:29,
Improvement,,NUTCH-291,12343615,,"OpenSearchServlet should return ""date"" as well as ""lastModified""",musepwizard,neufeind,Major,Closed,Fixed,28/May/06 23:45,25/Mar/09 14:49,
New Feature,Patch Available,NUTCH-686,12414442,,Russian Analysis Plugin,,openteam,Major,Closed,Duplicate,10/Feb/09 05:19,10/Feb/09 05:29,
Task,,NUTCH-588,12383891,,Help Need,,teccon,Major,Closed,Invalid,04/Dec/07 16:39,25/Jan/09 11:40,
Improvement,Patch Available,NUTCH-627,12393611,,Minimize host address lookup,otis,otis,Major,Closed,Fixed,10/Apr/08 04:10,25/Jan/09 11:40,
Bug,,NUTCH-675,12411124,,Reduce tasks do not report their status and are killed by jobtracker,,andrew sha,Major,Closed,Won't Fix,22/Dec/08 03:08,25/Jan/09 11:39,
New Feature,,NUTCH-594,12385095,,Serve Nutch search results in multiple formats including XML and JSON,musepwizard,musepwizard,Major,Closed,Fixed,21/Dec/07 17:10,13/Jan/09 04:16,21/Dec/07 00:00
Improvement,,NUTCH-624,12392660,,Better parsed text by default parser,ab,vinci,Major,Closed,Incomplete,30/Mar/08 11:55,09/Jan/09 18:58,
Bug,,NUTCH-527,12374532,,MapWritable doesn't support all hadoops writable types,dogacan,bubblenut,Major,Closed,Won't Fix,25/Jul/07 11:03,27/Nov/08 17:04,
Bug,,NUTCH-375,12352034,,Link to 0.8.x apidocs broken on website,siren,siren,Major,Closed,Fixed,29/Sep/06 03:24,23/Sep/08 04:18,
New Feature,,NUTCH-556,12378396,,automatic adjust the CrawlDatum.fetchInterval according to the number of newly outlinks,,chinawab,Major,Closed,Won't Fix,17/Sep/07 06:32,22/Sep/08 16:33,
Task,,NUTCH-402,12355824,,Incrementalcrawling and indexing,,sharma_arun_se,Major,Closed,Invalid,16/Nov/06 04:53,22/Sep/08 16:11,
Bug,,NUTCH-555,12378376,,StackOverflowError in DomContentUtils,musepwizard,karstendausb,Major,Closed,Duplicate,16/Sep/07 18:05,31/Mar/08 05:14,
Bug,,NUTCH-168,12327449,,setting http.content.limit to -1 seems to break text parsing on some files,,jerryrussell,Major,Closed,Won't Fix,10/Jan/06 07:13,15/Mar/08 00:20,
Bug,,NUTCH-157,12327086,,Problem during parsing msword document . It fetching properly but parsing is not working. Please show me the way how can i parse it,,karamjit,Major,Closed,Won't Fix,29/Dec/05 21:24,15/Mar/08 00:18,
Bug,,NUTCH-70,12312135,,duplicate pages - virtual hosts in db.,,yoursoft,Major,Closed,Won't Fix,11/Jul/05 18:09,14/Mar/08 23:58,
Bug,,NUTCH-551,12377794,,performance for generate is often really bad,,robotgenius,Major,Closed,Cannot Reproduce,07/Sep/07 23:43,06/Feb/08 16:34,
New Feature,,NUTCH-368,12350063,,Message queueing system,ab,ab,Major,Closed,Won't Fix,15/Sep/06 20:36,22/Jan/08 14:48,
Improvement,,NUTCH-438,12361871,,Add -noAdditions to updatedb,,niqueco,Major,Closed,Fixed,02/Feb/07 19:58,22/Jan/08 14:37,
Improvement,,NUTCH-163,12327210,,LogFormatter design,,danielf,Major,Closed,Won't Fix,04/Jan/06 22:45,22/Jan/08 14:24,
New Feature,,NUTCH-12,31021,,WebDBReader options to print incoming links,,rozim2,Major,Closed,Won't Fix,19/Mar/05 04:03,22/Jan/08 14:09,
Bug,,NUTCH-95,12317149,,DeleteDuplicates depends on the order of input segments,ab,ab,Major,Closed,Duplicate,21/Sep/05 05:58,17/Jan/08 20:32,
Bug,,NUTCH-159,12327120,,Specify temp/working directory for crawl,,byronm,Major,Closed,Won't Fix,01/Jan/06 03:04,17/Jan/08 20:30,
Bug,,NUTCH-600,12385821,,Nutch index problem,dogacan,jibjoice,Major,Closed,Won't Fix,09/Jan/08 04:53,11/Jan/08 18:03,
Test,,NUTCH-465,12365890,,I download nutch 0.9 used tar zxvf nutch-0.9.tar.gz   at last  A lone zero block,dogacan,qiuwenbin,Major,Closed,Cannot Reproduce,27/Mar/07 10:53,08/Nov/07 19:10,
Bug,,NUTCH-549,12377718,,Bug,dogacan,crossany,Major,Closed,Invalid,07/Sep/07 02:34,10/Sep/07 19:41,
Improvement,,NUTCH-520,12374137,,A common infrastructure for different index backends,,dogacan,Major,Closed,Duplicate,19/Jul/07 08:47,31/Jul/07 13:20,
Wish,,NUTCH-512,12373612,,Search on date range,,anuradhao,Major,Closed,Invalid,12/Jul/07 11:39,12/Jul/07 15:32,
Wish,,NUTCH-511,12373611,,Recrawling ,ab,anuradhao,Major,Closed,Invalid,12/Jul/07 11:38,12/Jul/07 15:24,
Bug,,NUTCH-493,12370496,,"contentType parse not correctly,,,,got empty content using readseg -get",dogacan,wangxu,Major,Closed,Invalid,30/May/07 00:05,18/Jun/07 09:00,
Bug,,NUTCH-492,12370334,,java.lang.OutOfMemoryError while indexing.,dogacan,niqueco,Major,Closed,Duplicate,26/May/07 23:41,18/Jun/07 08:57,
Sub-task,,NUTCH-270,12343233,12311076,Apply just the applicable portions of the patch to protocol.httpclient.Http.java,,jeremycalvert,Major,Closed,Fixed,19/May/06 02:34,17/Jun/07 09:08,
Bug,,NUTCH-417,12358763,,"After upgrade to hadoop-0.9.1, parsing and indexing doesn't work.",ab,dogacan,Major,Closed,Fixed,15/Dec/06 13:26,09/May/07 18:43,
Bug,,NUTCH-418,12359202,,Fixes parsing of XHTML (e.g. title),,michi,Major,Closed,Fixed,21/Dec/06 12:56,09/May/07 18:39,
Bug,,NUTCH-282,12343446,,Showing too few results on a page (Paging not correct),,neufeind,Major,Closed,Duplicate,24/May/06 08:14,18/Apr/07 15:46,
Bug,,NUTCH-156,12327078,,nutch-daemon.sh should not overwrite old logs by default,,pbaclace,Major,Closed,Won't Fix,29/Dec/05 08:04,18/Apr/07 15:46,
Bug,,NUTCH-69,12312085,,fetcher.threads.per.host ignored,,jaekle,Major,Closed,Invalid,08/Jul/05 23:18,18/Apr/07 15:46,
Bug,,NUTCH-432,12361195,,JAVA_PLATFORM with spaces (i.e. Mac OS X-ppc-32) breaks bin/nutch script,ab,bwhitman,Major,Closed,Fixed,24/Jan/07 17:39,18/Apr/07 15:44,
Bug,,NUTCH-430,12360479,,integer overflow in HashComparator.compare,siren,siren,Major,Closed,Fixed,13/Jan/07 23:06,18/Apr/07 15:44,
Bug,,NUTCH-428,12360188,,NullPointerException,,piyush111,Major,Closed,Fixed,10/Jan/07 14:56,18/Apr/07 15:44,
Bug,,NUTCH-405,12356285,,Content object is not properly initialized in map method of ParseSegment,siren,siren,Major,Closed,Fixed,21/Nov/06 17:17,18/Apr/07 15:44,
Bug,,NUTCH-404,12356109,,Fix LinkDB Usage - implementation mismatch,siren,siren,Major,Closed,Fixed,19/Nov/06 12:53,18/Apr/07 15:44,
Improvement,,NUTCH-403,12356089,,Make URL filtering optional in Generator,siren,siren,Major,Closed,Fixed,18/Nov/06 21:35,18/Apr/07 15:44,
Improvement,,NUTCH-395,12354233,,Increase fetching speed,siren,siren,Major,Closed,Fixed,29/Oct/06 20:40,18/Apr/07 15:44,
Bug,,NUTCH-391,12353856,,ParseUtil logs file contents to log file when it cannot find parser,siren,siren,Major,Closed,Fixed,24/Oct/06 14:20,18/Apr/07 15:44,
Bug,,NUTCH-379,12352424,,ParseUtil does not pass through the content's URL to the ParserFactory,chrismattmann,chrismattmann,Major,Closed,Fixed,04/Oct/06 16:01,18/Apr/07 15:44,07/Oct/06 00:00
Bug,,NUTCH-374,12351910,,"when http.content.limit be set to -1 and  Response.CONTENT_ENCODING  is gzip or x-gzip  , it can not fetch any thing.",pkosiorowski,chinawab,Major,Closed,Fixed,27/Sep/06 17:32,18/Apr/07 15:44,
Bug,,NUTCH-362,12349427,,Remove parse-text from unsupported filetypes in parse-plugins.xml,,siren,Major,Closed,Fixed,07/Sep/06 18:02,18/Apr/07 15:44,
Task,,NUTCH-360,12349083,,Switch nutch to use java 5 source format,siren,siren,Major,Closed,Fixed,01/Sep/06 15:18,18/Apr/07 15:44,
Bug,,NUTCH-347,12347840,,Build: plugins' Jars not found,siren,otis,Major,Closed,Fixed,12/Aug/06 03:49,18/Apr/07 15:44,
Bug,,NUTCH-340,12347329,,Bug(s) in 0.8 tutorial,siren,siren,Major,Closed,Fixed,04/Aug/06 16:50,18/Apr/07 15:44,
Bug,,NUTCH-305,12344169,,"Update crawl and url filter lists to exclude jpeg|JPEG|bmp|BMP",,chrisfinne,Major,Closed,Fixed,09/Jun/06 13:51,18/Apr/07 15:44,
Bug,,NUTCH-462,12365321,,Noarchive urls are available via the cache link,,sseveran,Major,Closed,Fixed,20/Mar/07 02:39,20/Mar/07 18:40,
Task,,NUTCH-450,12363606,,How to set up nutch,ab,sandya,Major,Closed,Invalid,26/Feb/07 07:10,19/Mar/07 23:53,
Improvement,,NUTCH-459,12365022,,Upgrade Nutch to Hadoop 0.12.1,musepwizard,musepwizard,Major,Closed,Fixed,15/Mar/07 14:21,19/Mar/07 23:51,22/Mar/07 00:00
Bug,,NUTCH-384,12352972,,Protocol-file plugin does not allow the parse plugins framework to operate properly,chrismattmann,pramirez,Major,Closed,Fixed,11/Oct/06 16:54,10/Mar/07 06:53,
Bug,,NUTCH-437,12361864,,"MapFile in Hadoop Trunk has changed, must update references",ab,musepwizard,Major,Closed,Fixed,02/Feb/07 18:59,07/Mar/07 22:10,
Bug,,NUTCH-429,12360311,,Secured Searches,,piyush111,Major,Closed,Invalid,11/Jan/07 20:08,11/Jan/07 20:46,
Bug,,NUTCH-425,12359812,,parse-js pollutes anchor text with base URL of source page,ab,stack,Major,Closed,Fixed,04/Jan/07 17:19,05/Jan/07 16:59,
Bug,,NUTCH-17,31165,,NekoHTML's DOMFragmentParser hangs on certain URLs,,kelvint,Major,Closed,Fixed,26/Mar/05 19:55,01/Jan/07 21:26,
Bug,,NUTCH-322,12346248,,"Fetcher discards ProtocolStatus, doesn't store redirected pages",ab,ab,Major,Closed,Fixed,19/Jul/06 12:10,28/Dec/06 00:16,
Improvement,,NUTCH-416,12358760,,CrawlDatum status and CrawlDbReducer refactoring,ab,ab,Major,Closed,Fixed,15/Dec/06 12:45,28/Dec/06 00:13,
Bug,,NUTCH-415,12358756,,Generate should mark selected records in crawlDB,ab,ab,Major,Closed,Fixed,15/Dec/06 12:32,28/Dec/06 00:09,
Bug,,NUTCH-406,12356494,,Metadata tries to write null values,chrismattmann,dogacan,Major,Closed,Fixed,23/Nov/06 13:25,23/Nov/06 17:19,
Improvement,,NUTCH-349,12348055,,Port Nutch to use Hadoop Text instead of UTF8,,ab,Major,Closed,Duplicate,16/Aug/06 11:34,21/Nov/06 17:38,
Bug,,NUTCH-380,12352438,,Nutch does not run/build against Hadoop 0.6,,jimk,Major,Closed,Invalid,04/Oct/06 19:12,21/Nov/06 17:32,
Improvement,,NUTCH-378,12352324,,MetaWrapper decorator,ab,ab,Major,Closed,Fixed,03/Oct/06 19:46,14/Nov/06 19:47,
Bug,,NUTCH-401,12355507,,Hardcoded /tmp directory in SegmentReader,,rbt,Major,Closed,Fixed,13/Nov/06 19:35,14/Nov/06 12:25,
Bug,,NUTCH-387,12353480,,host normalization in Generator$Selector,ab,oae,Major,Closed,Fixed,18/Oct/06 09:40,03/Nov/06 11:55,
Bug,,NUTCH-266,12333368,,hadoop bug when doing updatedb,,eugen,Major,Closed,Fixed,09/May/06 03:37,27/Oct/06 04:31,
Bug,,NUTCH-328,12346515,,commons-cli-2.0-SNAPSHOT.jar provided with nutch is not compatible with jdk 1.4,siren,siren,Major,Closed,Fixed,23/Jul/06 18:55,24/Oct/06 16:14,
Bug,,NUTCH-327,12346514,,bin/nutch setting of log path problems on cygwin,siren,siren,Major,Closed,Fixed,23/Jul/06 18:29,24/Oct/06 16:14,
Improvement,,NUTCH-312,12345074,,Fix for upcoming incompatibility with Hadoop-0.4,,milindb,Major,Closed,Fixed,28/Jun/06 03:42,24/Oct/06 16:14,
Bug,,NUTCH-298,12343899,,if a 404 for a robots.txt is returned a NPE is thrown,,joa23,Major,Closed,Fixed,04/Jun/06 02:43,24/Oct/06 16:14,
Bug,,NUTCH-275,12343310,,Fetcher not parsing XHTML-pages at all,,neufeind,Major,Closed,Fixed,21/May/06 08:00,24/Oct/06 16:14,
Improvement,,NUTCH-250,12332392,,Generate to log truncation caused by generate.max.per.host,cutting,rbt,Major,Closed,Fixed,20/Apr/06 07:57,24/Oct/06 16:14,
Bug,,NUTCH-216,12329426,,cannot build in windows,,binz,Major,Closed,Fixed,25/Feb/06 01:08,24/Oct/06 16:14,
Bug,,NUTCH-200,12328523,,OpenSearch Servlet ist broken,siren,mnebel,Major,Closed,Fixed,03/Feb/06 22:33,24/Oct/06 16:14,
New Feature,,NUTCH-172,12327579,,Segment merger,ab,malulin,Major,Closed,Fixed,13/Jan/06 04:56,24/Oct/06 16:14,
Improvement,,NUTCH-166,12327384,,secure jobtracker info pages with a password,,joa23,Major,Closed,Won't Fix,08/Jan/06 08:08,24/Oct/06 16:14,
Improvement,,NUTCH-160,12327121,,Use standard Java Regex library rather than org.apache.oro.text.regex,,rbt,Major,Closed,Fixed,01/Jan/06 03:12,24/Oct/06 16:14,
Bug,,NUTCH-151,12327017,,CommandRunner can hang after the main thread exec is finished and has inefficient busy loop,,pbaclace,Major,Closed,Fixed,24/Dec/05 10:01,24/Oct/06 16:14,
Bug,,NUTCH-131,12326320,,Non-documented variable: mapred.child.heap.size,,rbt,Major,Closed,Fixed,04/Dec/05 04:37,24/Oct/06 16:14,
Bug,,NUTCH-124,12325367,,protocol-httpclient does not follow redirects when fetching robots.txt,,cutting,Major,Closed,Fixed,05/Nov/05 12:37,24/Oct/06 16:14,
Improvement,,NUTCH-88,12314737,,Enhance ParserFactory plugin selection policy,jerome.charron,jerome.charron,Major,Closed,Fixed,08/Sep/05 18:06,24/Oct/06 16:14,
Bug,,NUTCH-81,12313414,,Webapp only works when deployed in root,siren,ajbanck@informatica.com,Major,Closed,Fixed,15/Aug/05 20:31,24/Oct/06 16:14,
Improvement,,NUTCH-383,12352907,,Upgrade Nutch to Hadoop 0.7,ab,ab,Major,Closed,Fixed,10/Oct/06 19:26,16/Oct/06 21:17,
Bug,,NUTCH-371,12350964,,DeleteDuplicates should remove documents with duplicate URLs,ab,schmed,Major,Closed,Fixed,25/Sep/06 16:14,16/Oct/06 21:16,
Bug,,NUTCH-43,31718,,replace / by request.getContextPath()+/,,joost538,Major,Closed,Duplicate,15/Apr/05 19:12,27/Sep/06 00:45,
Sub-task,,NUTCH-373,12351775,,Fetcher halting and throttling,ab,ab,Major,Closed,Invalid,26/Sep/06 09:48,26/Sep/06 09:57,
Sub-task,,NUTCH-372,12351774,,Fetcher halting and throttling,ab,ab,Major,Closed,Invalid,26/Sep/06 09:47,26/Sep/06 09:57,
Bug,,NUTCH-370,12350523,,Generator looses urls when run with LocalJobRunner,siren,siren,Major,Closed,Duplicate,22/Sep/06 17:01,24/Sep/06 16:41,
Bug,,NUTCH-344,12347466,,Fetcher threads blocked on synchronized block in cleanExpiredServerBlocks,,grkim@shopping.com,Major,Closed,Fixed,07/Aug/06 23:54,24/Sep/06 15:30,
Bug,,NUTCH-205,12328663,,Wrong 'fetch date' for non available pages,,mos,Major,Closed,Fixed,07/Feb/06 19:39,23/Sep/06 19:49,
Bug,,NUTCH-276,12343322,,db.score.link.internal problem,,eugen,Major,Closed,Duplicate,22/May/06 01:02,23/Sep/06 19:47,
New Feature,,NUTCH-253,12332576,,Normalize Host during Generate,,rbt,Major,Closed,Fixed,24/Apr/06 10:36,23/Sep/06 19:00,
Bug,,NUTCH-337,12347112,,Fetcher ignores the fetcher.parse value configured in config file,,mimizone,Major,Closed,Fixed,02/Aug/06 00:04,23/Sep/06 18:56,
Improvement,,NUTCH-365,12349551,,Flexible URL normalization,ab,ab,Major,Closed,Fixed,09/Sep/06 13:21,22/Sep/06 21:02,
Bug,,NUTCH-143,12326800,,Improper error numbers returned on exit,,rbt,Major,Closed,Fixed,16/Dec/05 14:25,30/Aug/06 22:16,
New Feature,,NUTCH-242,12330908,,Add optional -urlFiltering to updatedb,,rbt,Major,Closed,Fixed,31/Mar/06 01:19,30/Aug/06 22:14,
Bug,,NUTCH-348,12348050,,Generator is building fetch list using *lowest* scoring URLs,,schmed,Major,Closed,Fixed,16/Aug/06 07:26,17/Aug/06 16:33,
Bug,,NUTCH-334,12346953,,I am using the search technique,,siddharudh,Major,Closed,Invalid,31/Jul/06 14:31,05/Aug/06 16:10,
Improvement,,NUTCH-321,12346105,,Scoring API deficiency,,ab,Major,Closed,Fixed,17/Jul/06 13:52,19/Jul/06 22:40,
New Feature,,NUTCH-271,12343237,,Meta-data per URL/site/section,,neufeind,Major,Closed,Fixed,19/May/06 04:12,19/Jul/06 18:53,
Improvement,,NUTCH-286,12343496,,Handling common error-pages as 404,,neufeind,Major,Closed,Won't Fix,25/May/06 06:39,02/Jun/06 23:36,
Bug,,NUTCH-284,12343487,,NullPointerException during index,,neufeind,Major,Closed,Won't Fix,25/May/06 02:30,02/Jun/06 22:57,
Bug,,NUTCH-51,31966,,Removing a plugin after fetch but before indexing causes errors,,byronm,Major,Closed,Invalid,25/Apr/05 07:07,25/May/06 17:27,
Bug,,NUTCH-285,12343492,,LinkDb Fails rename doesn't create parent directories,,musepwizard,Major,Closed,Fixed,25/May/06 04:38,25/May/06 07:43,
Bug,,NUTCH-268,12334192,,"Generator and lib-http use different definitions of ""unique host""",ab,ab,Major,Closed,Fixed,13/May/06 06:19,16/May/06 05:21,
Improvement,,NUTCH-240,12330814,,"Scoring API: extension point, scoring filters and an OPIC plugin",ab,ab,Major,Closed,Fixed,29/Mar/06 05:20,13/May/06 07:56,
Bug,,NUTCH-263,12333107,,MapWritable.equals() doesn't work properly,,ab,Major,Closed,Fixed,04/May/06 08:36,09/May/06 05:18,
New Feature,,NUTCH-264,12333113,,Tools for merging and filtering CrawlDb-s and LinkDb-s,,ab,Major,Closed,Fixed,04/May/06 09:46,09/May/06 05:17,
New Feature,,NUTCH-125,12325783,,OpenOffice Parser plugin,ab,ab,Major,Closed,Fixed,18/Nov/05 07:31,26/Apr/06 02:13,
Bug,,NUTCH-244,12331652,,Inconsistent handling of property values boundaries / unable to set db.max.outlinks.per.page to infinite,jerome.charron,ajbanck@informatica.com,Major,Closed,Fixed,05/Apr/06 16:08,07/Apr/06 01:05,
Improvement,,NUTCH-196,12328428,,lib-xml and lib-log4j plugins,ab,ab,Major,Closed,Fixed,02/Feb/06 02:34,29/Mar/06 18:14,
Bug,,NUTCH-232,12330296,,Search.jsp has multiple search forms creating invalid html / incorrect focus function,,ajbanck@informatica.com,Major,Closed,Fixed,16/Mar/06 02:39,28/Mar/06 21:01,
Bug,,NUTCH-231,12330294,,Invalid CSS entries,,ajbanck@informatica.com,Major,Closed,Fixed,16/Mar/06 02:34,28/Mar/06 00:56,
Bug,,NUTCH-96,12317161,,MapFile.Writer throws directory exists exception if run multiple times in the same JVM or server JVM.,pkosiorowski,michaelcouck,Major,Closed,Duplicate,21/Sep/05 17:55,25/Mar/06 19:49,
Bug,,NUTCH-94,12317073,,MapFile.Writer throwing 'File exists error'.,pkosiorowski,michaelcouck,Major,Closed,Duplicate,19/Sep/05 18:00,25/Mar/06 19:48,
Bug,,NUTCH-235,12330415,,Duplicate Inlink values,ab,ab,Major,Closed,Fixed,19/Mar/06 03:19,21/Mar/06 07:22,
Bug,,NUTCH-3,30272,,multi values of header discarded,joa23,joa23,Major,Closed,Fixed,21/Feb/05 07:08,13/Mar/06 20:34,
Task,,NUTCH-218,12329557,,need DOAP file for Nutch,jerome.charron,cutting,Major,Closed,Fixed,01/Mar/06 02:11,13/Mar/06 20:26,
Bug,,NUTCH-203,12328600,,ParseSegment throws InstantiationException,,bauhardt,Major,Closed,Fixed,06/Feb/06 17:40,13/Mar/06 20:22,
Bug,,NUTCH-91,12314812,,empty encoding causes exception,,mnebel,Major,Closed,Fixed,10/Sep/05 21:35,10/Mar/06 05:17,
Improvement,,NUTCH-225,12329938,,Changed the links to the tutorial to point to the wiki,,clumpidy,Major,Closed,Won't Fix,08/Mar/06 05:32,10/Mar/06 04:33,
Bug,,NUTCH-222,12329769,,"Exception in thread ""main"" java.lang.NoClassDefFoundError: invertlink",,richbraman,Major,Closed,Fixed,05/Mar/06 01:04,05/Mar/06 01:16,
New Feature,,NUTCH-198,12328470,,SWF parser,ab,ab,Major,Closed,Fixed,02/Feb/06 21:24,13/Feb/06 15:11,
Improvement,,NUTCH-192,12328271,,meta data support for CrawlDatum,,joa23,Major,Closed,Fixed,31/Jan/06 09:17,10/Feb/06 10:05,
Improvement,,NUTCH-179,12327654,,Proposition: Enable Nutch to use a parser plugin not just based on content type,,gnitzan,Major,Closed,Invalid,16/Jan/06 07:36,20/Jan/06 04:40,
Improvement,,NUTCH-142,12326786,,NutchConf should use the thread context classloader,,mike@atlassian.com,Major,Closed,Fixed,16/Dec/05 07:21,05/Jan/06 05:37,
Improvement,,NUTCH-121,12318191,,SegmentReader for mapred,ab,rbt,Major,Closed,Fixed,21/Oct/05 10:34,30/Dec/05 03:37,
Bug,,NUTCH-148,12326975,,org.apache.nutch.tools.CrawlTool throws error while doing deleteduplicates,,rrprabhu,Major,Closed,Invalid,22/Dec/05 18:49,24/Dec/05 04:43,
Wish,,NUTCH-67,12311935,,"I  want  crawl the websites including news.yahoo.com,game.yahoo.com,blog.yahoo.com,etc!",,prettykely9,Major,Closed,Won't Fix,04/Jul/05 12:33,27/Nov/05 23:11,
Improvement,,NUTCH-109,12317800,,Nutch - Fetcher - Performance Test - new Protocol-HTTPClient-Innovation,,funtick,Major,Closed,Invalid,11/Oct/05 09:01,10/Nov/05 05:01,
Bug,,NUTCH-89,12314810,,parse-rss null pointer exception,,mnebel,Major,Closed,Fixed,10/Sep/05 20:58,24/Sep/05 01:16,
Bug,,NUTCH-85,12313794,,pdf parser caused fetcher hangs.,,joa23,Major,Closed,Fixed,25/Aug/05 18:12,20/Sep/05 16:09,
Bug,,NUTCH-65,12311870,,index-more plugin can't parse large set of  modification-date,,yoursoft,Major,Closed,Fixed,01/Jul/05 18:55,02/Sep/05 07:24,
Bug,,NUTCH-80,12313413,,Web UI only works when project deployed in root,,ajbanck@informatica.com,Major,Closed,Invalid,15/Aug/05 20:26,16/Aug/05 03:58,
Bug,,NUTCH-7,30782,,analyze tool takes up all the disk space when there are circular links,,phoebe,Major,Closed,Fixed,11/Mar/05 12:52,09/Aug/05 05:00,
Improvement,,NUTCH-27,31176,,Patch to get a status of running Fetcher,,joa23,Major,Closed,Fixed,26/Mar/05 23:57,03/Jul/05 04:45,
Bug,,NUTCH-57,32345,,text and html files unrecognized,,garth,Major,Closed,Fixed,09/May/05 23:20,03/Jul/05 04:42,
Improvement,,NUTCH-28,31177,,No support for https,,joa23,Major,Closed,Fixed,26/Mar/05 23:59,29/Jun/05 05:16,
Improvement,,NUTCH-54,32149,,Fetcher  improvements,ab,ab,Major,Closed,Fixed,30/Apr/05 15:55,02/Jun/05 07:23,
Bug,,NUTCH-2,30271,,UpdateDatabaseTool ignores url-filters,,joa23,Major,Closed,Invalid,21/Feb/05 07:05,24/May/05 04:14,
Bug,,NUTCH-4,30273,,Serious bug: OutOfMemoryError: Java heap space,siren,joa23,Major,Closed,Fixed,21/Feb/05 07:10,23/Apr/05 02:47,
Bug,,NUTCH-9,30814,,JSP pages do not compile,,pkosiorowski,Major,Closed,Fixed,13/Mar/05 01:19,19/Mar/05 05:54,
Bug,Patch Available,NUTCH-2419,13100092,,Some URL filters and normalizers do not respect command-line override for rule file,markus17,markus17,Minor,Closed,Fixed,06/Sep/17 10:06,09/Dec/22 14:49,
